#interval_tag	giter	x	y	end	mol_length	mol_sites	mapid	x0_loc	x1_loc	x0_site	x1_site
interval_errors	0	15.1418	14.7345	0	3932.13	449	0	459.249	474.391	55	56
interval_errors	0	8.5434	8.958	0	3932.13	449	0	474.391	482.935	56	57
interval_errors	0	6.5795	6.547	0	3932.13	449	0	482.935	489.514	57	58
interval_errors	0	16.3396	16.131	0	3932.13	449	0	489.514	505.854	58	59
interval_errors	0	5.5467	5.548	0	3932.13	449	0	505.854	511.4	59	60
interval_errors	0	4.8126	4.768	0	3932.13	449	0	511.4	516.213	60	61
interval_errors	0	5.1969	5.168	0	3932.13	449	0	516.213	521.41	61	62
interval_errors	0	5.5352	5.509	0	3932.13	449	0	521.41	526.945	62	63
interval_errors	0	9.605	9.524	0	3932.13	449	0	526.945	536.55	63	64
interval_errors	0	20.4133	20.316	0	3932.13	449	0	536.55	556.963	64	65
interval_errors	0	3.7972	3.649	0	3932.13	449	0	556.963	560.761	65	66
interval_errors	0	2.5913	2.708	0	3932.13	449	0	560.761	563.352	66	67
interval_errors	0	5.7606	5.662	0	3932.13	449	0	563.352	569.113	67	68
interval_errors	0	9.2342	9.078	0	3932.13	449	0	569.113	578.347	68	69
interval_errors	0	13.1783	12.98	0	3932.13	449	0	578.347	591.525	69	70
interval_errors	0	3.3139	3.463	0	3932.13	449	0	591.525	594.839	70	71
interval_errors	0	10.4324	10.29	0	3932.13	449	0	594.839	605.271	71	72
interval_errors	0	2.7741	2.537	0	3932.13	449	0	605.271	608.045	72	73
interval_errors	0	1.8898	2.062	0	3932.13	449	0	608.045	609.935	73	74
interval_errors	0	8.3448	8.5335	0	3932.13	449	0	609.935	618.28	74	75
interval_errors	0	3.8352	3.4445	0	3932.13	449	0	618.28	622.115	75	76
interval_errors	0	3.4812	3.4675	0	3932.13	449	0	622.115	625.596	76	77
interval_errors	0	5.2803	5.2465	0	3932.13	449	0	625.596	630.877	77	78
interval_errors	0	2.796	2.833	0	3932.13	449	0	630.877	633.673	78	79
interval_errors	0	3.8634	3.831	0	3932.13	449	0	633.673	637.536	79	80
interval_errors	0	5.5753	5.623	0	3932.13	449	0	637.536	643.111	80	81
interval_errors	0	3.6164	3.442	0	3932.13	449	0	643.111	646.728	81	82
interval_errors	0	2.3353	2.455	0	3932.13	449	0	646.728	649.063	82	83
interval_errors	0	17.2469	16.985	0	3932.13	449	0	649.063	666.31	83	84
interval_errors	0	14.2492	14.055	0	3932.13	449	0	666.31	680.559	84	85
interval_errors	0	31.9524	31.83	0	3932.13	449	0	680.559	712.512	85	86
interval_errors	0	13.0237	12.783	0	3932.13	449	0	712.512	725.535	86	87
interval_errors	0	1.9056	2.059	0	3932.13	449	0	725.535	727.441	87	88
interval_errors	0	1.9079	1.956	0	3932.13	449	0	727.441	729.349	88	89
interval_errors	0	3.0218	2.73	0	3932.13	449	0	729.349	732.371	89	90
interval_errors	0	2.7065	2.604	0	3932.13	449	0	732.371	735.077	90	91
interval_errors	0	1.7328	1.924	0	3932.13	449	0	735.077	736.81	91	92
interval_errors	0	9.2679	9.046	0	3932.13	449	0	736.81	746.078	92	93
interval_errors	0	5.1432	5.052	0	3932.13	449	0	746.078	751.221	93	94
interval_errors	0	4.6126	4.56	0	3932.13	449	0	751.221	755.834	94	95
interval_errors	0	2.5443	2.709	0	3932.13	449	0	755.834	758.378	95	96
interval_errors	0	4.6715	4.576	0	3932.13	449	0	758.378	763.049	96	97
interval_errors	0	18.736	18.299	0	3932.13	449	0	763.049	781.785	97	98
interval_errors	0	2.4399	2.299	0	3932.13	449	0	781.785	784.225	98	99
interval_errors	0	1.7883	1.97	0	3932.13	449	0	784.225	786.014	99	100
interval_errors	0	11.6839	11.591	0	3932.13	449	0	786.014	797.697	100	101
interval_errors	0	9.4287	9.317	0	3932.13	449	0	797.697	807.126	101	102
interval_errors	0	12.6325	12.276	0	3932.13	449	0	807.126	819.759	102	103
interval_errors	0	1.8785	2.103	0	3932.13	449	0	819.759	821.637	103	104
interval_errors	0	4.0359	3.918	0	3932.13	449	0	821.637	825.673	104	105
interval_errors	0	5.7628	5.715	0	3932.13	449	0	825.673	831.436	105	106
interval_errors	0	6.901	6.558	0	3932.13	449	0	831.436	838.337	106	107
interval_errors	0	1.8799	2.2855	0	3932.13	449	0	838.337	840.217	107	108
interval_errors	0	16.2952	16.0245	0	3932.13	449	0	840.217	856.512	108	109
interval_errors	0	9.158	9.01	0	3932.13	449	0	856.512	865.67	109	110
interval_errors	0	3.6283	3.6796	0	3932.13	449	0	865.67	869.298	110	111
interval_errors	0	3.489	3.6534	0	3932.13	449	0	869.298	872.787	111	112
interval_errors	0	14.9838	14.682	0	3932.13	449	0	872.787	887.771	112	113
interval_errors	0	6.8069	6.695	0	3932.13	449	0	887.771	894.578	113	114
interval_errors	0	14.5134	14.384	0	3932.13	449	0	894.578	909.091	114	115
interval_errors	0	25.4459	25.164	0	3932.13	449	0	909.091	934.537	115	116
interval_errors	0	11.3459	11.401	0	3932.13	449	0	934.537	945.883	116	117
interval_errors	0	14.9263	14.738	0	3932.13	449	0	945.883	960.81	117	118
interval_errors	0	8.0912	7.973	0	3932.13	449	0	960.81	968.901	118	119
interval_errors	0	10.5682	10.286	0	3932.13	449	0	968.901	979.469	119	120
interval_errors	0	8.0758	8.042	0	3932.13	449	0	979.469	987.545	120	121
interval_errors	0	3.4077	3.363	0	3932.13	449	0	987.545	990.952	121	122
interval_errors	0	6.4602	6.29	0	3932.13	449	0	990.952	997.413	122	123
interval_errors	0	27.8891	27.746	0	3932.13	449	0	997.413	1025.3	123	124
interval_errors	0	6.8251	6.741	0	3932.13	449	0	1025.3	1032.13	124	125
interval_errors	0	10.8307	10.791	0	3932.13	449	0	1032.13	1042.96	125	126
interval_errors	0	17.0372	16.553	0	3932.13	449	0	1042.96	1059.99	126	127
interval_errors	0	1.5045	1.743	0	3932.13	449	0	1059.99	1061.5	127	128
interval_errors	0	6.8819	6.732	0	3932.13	449	0	1061.5	1068.38	128	129
interval_errors	0	8.7149	8.739	0	3932.13	449	0	1068.38	1077.1	129	130
interval_errors	0	6.4457	6.3935	0	3932.13	449	0	1077.1	1083.54	130	131
interval_errors	0	6.9345	6.8695	0	3932.13	449	0	1083.54	1090.48	131	132
interval_errors	0	14.3167	14.097	0	3932.13	449	0	1090.48	1104.79	132	133
interval_errors	0	27.5657	27.584	0	3932.13	449	0	1104.79	1132.36	133	134
interval_errors	0	16.5633	16.277	0	3932.13	449	0	1132.36	1148.92	134	135
interval_errors	0	12.7318	12.677	0	3932.13	449	0	1148.92	1161.65	135	136
interval_errors	0	7.2325	7.185	0	3932.13	449	0	1161.65	1168.89	136	137
interval_errors	0	7.114	7.018	0	3932.13	449	0	1168.89	1176	137	138
interval_errors	0	5.619	5.551	0	3932.13	449	0	1176	1181.62	138	139
interval_errors	0	3.5384	3.7025	0	3932.13	449	0	1181.62	1185.16	139	140
interval_errors	0	2.184	2.1775	0	3932.13	449	0	1185.16	1187.34	140	141
interval_errors	0	1.3026	1.316	0	3932.13	449	0	1187.34	1188.64	141	142
interval_errors	0	25.0658	25.7655	0	3932.13	449	0	1200.95	1226.01	144	145
interval_errors	0	4.7832	4.8475	0	3932.13	449	0	1226.01	1230.8	145	146
interval_errors	0	2.7693	3.016	0	3932.13	449	0	1230.8	1233.56	146	147
interval_errors	0	2.6124	2.59	0	3932.13	449	0	1233.56	1236.18	147	148
interval_errors	0	12.9428	12.729	0	3932.13	449	0	1236.18	1249.12	148	149
interval_errors	0	5.3981	5.317	0	3932.13	449	0	1249.12	1254.52	149	150
interval_errors	0	2.9049	2.8	0	3932.13	449	0	1254.52	1257.42	150	151
interval_errors	0	3.14	3.29	0	3932.13	449	0	1257.42	1260.56	151	152
interval_errors	0	20.6143	20.269	0	3932.13	449	0	1260.56	1281.18	152	153
interval_errors	0	4.682	4.742	0	3932.13	449	0	1281.18	1285.86	153	154
interval_errors	0	7.3243	7.198	0	3932.13	449	0	1285.86	1293.18	154	155
interval_errors	0	2.9659	3.027	0	3932.13	449	0	1293.18	1296.15	155	156
interval_errors	0	14.5131	14.282	0	3932.13	449	0	1296.15	1310.66	156	157
interval_errors	0	7.4926	7.462	0	3932.13	449	0	1310.66	1318.15	157	158
interval_errors	0	3.0116	3.082	0	3932.13	449	0	1318.15	1321.17	158	159
interval_errors	0	19.8144	20.364	0	3932.13	449	0	1321.17	1340.98	159	160
interval_errors	0	16.1868	16.035	0	3932.13	449	0	1340.98	1357.17	160	161
interval_errors	0	7.6244	7.51	0	3932.13	449	0	1357.17	1364.79	161	162
interval_errors	0	6.1172	6.124	0	3932.13	449	0	1364.79	1370.91	162	163
interval_errors	0	17.9951	17.6615	0	3932.13	449	0	1370.91	1388.9	163	164
interval_errors	0	2.7272	2.692	0	3932.13	449	0	1388.9	1391.63	164	165
interval_errors	0	5.0008	5.086	0	3932.13	449	0	1391.63	1396.63	165	166
interval_errors	0	17.7522	17.6937	0	3932.13	449	0	1396.63	1414.38	166	167
interval_errors	0	4.9084	4.89375	0	3932.13	449	0	1414.38	1419.29	167	168
interval_errors	0	8.0492	8.007	0	3932.13	449	0	1419.29	1427.34	168	169
interval_errors	0	4.3601	4.0975	0	3932.13	449	0	1427.34	1431.7	169	170
interval_errors	0	15.1283	15.2685	0	3932.13	449	0	1431.7	1446.83	170	171
interval_errors	0	9.6185	9.52867	0	3932.13	449	0	1446.83	1456.45	171	172
interval_errors	0	15.2241	15.2473	0	3932.13	449	0	1456.45	1471.67	172	173
interval_errors	0	5.3174	5.3775	0	3932.13	449	0	1471.67	1476.99	173	174
interval_errors	0	10.4201	9.9655	0	3932.13	449	0	1476.99	1487.41	174	175
interval_errors	0	9.319	8.932	0	3932.13	449	0	1487.41	1496.73	175	176
interval_errors	0	1.5311	1.77	0	3932.13	449	0	1496.73	1498.26	176	177
interval_errors	0	1.5822	1.707	0	3932.13	449	0	1498.26	1499.84	177	178
interval_errors	0	4.6496	4.377	0	3932.13	449	0	1499.84	1504.49	178	179
interval_errors	0	3.7474	3.808	0	3932.13	449	0	1504.49	1508.24	179	180
interval_errors	0	36.5236	36.053	0	3932.13	449	0	1508.24	1544.76	180	181
interval_errors	0	10.6649	10.56	0	3932.13	449	0	1544.76	1555.43	181	182
interval_errors	0	18.092	18.694	0	3932.13	449	0	1555.43	1573.52	182	183
interval_errors	0	12.6159	12.435	0	3932.13	449	0	1573.52	1586.14	183	184
interval_errors	0	2.4525	2.459	0	3932.13	449	0	1586.14	1588.59	184	185
interval_errors	0	3.5072	3.328	0	3932.13	449	0	1588.59	1592.1	185	186
interval_errors	0	4.4862	4.319	0	3932.13	449	0	1592.1	1596.58	186	187
interval_errors	0	2.1193	2.255	0	3932.13	449	0	1596.58	1598.7	187	188
interval_errors	0	8.451	8.164	0	3932.13	449	0	1598.7	1607.15	188	189
interval_errors	0	2.3555	2.46	0	3932.13	449	0	1607.15	1609.51	189	190
interval_errors	0	23.0958	22.885	0	3932.13	449	0	1609.51	1632.6	190	191
interval_errors	0	7.3314	7.331	0	3932.13	449	0	1632.6	1639.94	191	192
interval_errors	0	17.5103	17.336	0	3932.13	449	0	1639.94	1657.45	192	193
interval_errors	0	18.7434	18.439	0	3932.13	449	0	1657.45	1676.19	193	194
interval_errors	0	3.1621	3.209	0	3932.13	449	0	1676.19	1679.35	194	195
interval_errors	0	4.6532	4.524	0	3932.13	449	0	1679.35	1684	195	196
interval_errors	0	2.1655	2.292	0	3932.13	449	0	1684	1686.17	196	197
interval_errors	0	15.5686	15.23	0	3932.13	449	0	1686.17	1701.74	197	198
interval_errors	0	3.1386	3.2015	0	3932.13	449	0	1701.74	1704.88	198	199
interval_errors	0	5.8601	5.6955	0	3932.13	449	0	1704.88	1710.74	199	200
interval_errors	0	2.8455	2.896	0	3932.13	449	0	1710.74	1713.58	200	201
interval_errors	0	7.0635	6.974	0	3932.13	449	0	1713.58	1720.65	201	202
interval_errors	0	5.3453	5.5935	0	3932.13	449	0	1720.65	1725.99	202	203
interval_errors	0	6.4781	7.5245	0	3932.13	449	0	1725.99	1732.47	203	204
interval_errors	0	19.9563	19.83	0	3932.13	449	0	1732.47	1752.43	204	205
interval_errors	0	22.3627	22.207	0	3932.13	449	0	1752.43	1774.79	205	206
interval_errors	0	32.3583	32.102	0	3932.13	449	0	1774.79	1807.15	206	207
interval_errors	0	10.5943	10.6435	0	3932.13	449	0	1874.73	1885.32	212	213
interval_errors	0	9.4529	9.3635	0	3932.13	449	0	1885.32	1894.77	213	214
interval_errors	0	6.2638	6.1335	0	3932.13	449	0	1894.77	1901.04	214	215
interval_errors	0	6.0882	6.2445	0	3932.13	449	0	1901.04	1907.13	215	216
interval_errors	0	4.4198	4.2855	0	3932.13	449	0	1907.13	1911.55	216	217
interval_errors	0	4.0055	3.944	0	3932.13	449	0	1920.53	1924.54	218	219
interval_errors	0	3.0052	3.012	0	3932.13	449	0	1924.54	1927.54	219	220
interval_errors	0	2.7909	3.077	0	3932.13	449	0	1927.54	1930.33	220	221
interval_errors	0	5.0337	4.864	0	3932.13	449	0	1930.33	1935.36	221	222
interval_errors	0	5.062	4.99	0	3932.13	449	0	1935.36	1940.43	222	223
interval_errors	0	8.4237	8.378	0	3932.13	449	0	1940.43	1948.85	223	224
interval_errors	0	8.1626	7.994	0	3932.13	449	0	1948.85	1957.01	224	225
interval_errors	0	5.8512	5.7905	0	3932.13	449	0	1957.01	1962.86	225	226
interval_errors	0	7.0635	6.9905	0	3932.13	449	0	1962.86	1969.93	226	227
interval_errors	0	7.636	7.6915	0	3932.13	449	0	1969.93	1977.56	227	228
interval_errors	0	1.642	1.5475	0	3932.13	449	0	1977.56	1979.21	228	229
interval_errors	0	33.9539	33.6835	0	3932.13	449	0	2008.06	2042.01	234	235
interval_errors	0	11.2898	11.074	0	3932.13	449	0	2042.01	2053.3	235	236
interval_errors	0	8.4378	8.3275	0	3932.13	449	0	2053.3	2061.74	236	237
interval_errors	0	13.7901	13.7085	0	3932.13	449	0	2061.74	2075.53	237	238
interval_errors	0	6.0414	5.909	0	3932.13	449	0	2075.53	2081.57	238	239
interval_errors	0	2.2034	2.313	0	3932.13	449	0	2081.57	2083.78	239	240
interval_errors	0	2.4307	2.46	0	3932.13	449	0	2083.78	2086.21	240	241
interval_errors	0	15.6518	15.402	0	3932.13	449	0	2086.21	2101.86	241	242
interval_errors	0	7.802	7.734	0	3932.13	449	0	2101.86	2109.66	242	243
interval_errors	0	15.3467	14.683	0	3932.13	449	0	2109.66	2125.01	243	244
interval_errors	0	2.5644	2.54675	0	3932.13	449	0	2125.01	2127.57	244	245
interval_errors	0	14.0284	14.2278	0	3932.13	449	0	2127.57	2141.6	245	246
interval_errors	0	8.5003	8.4415	0	3932.13	449	0	2141.6	2150.1	246	247
interval_errors	0	2.7535	2.823	0	3932.13	449	0	2150.1	2152.85	247	248
interval_errors	0	7.4448	6.85	0	3932.13	449	0	2152.85	2160.3	248	249
interval_errors	0	1.0476	1.143	0	3932.13	449	0	2160.3	2161.35	249	250
interval_errors	0	13.5791	13.568	0	3932.13	449	0	2161.35	2174.92	250	251
interval_errors	0	1.8755	2.226	0	3932.13	449	0	2174.92	2176.8	251	252
interval_errors	0	5.9971	5.874	0	3932.13	449	0	2176.8	2182.8	252	253
interval_errors	0	3.7102	3.87	0	3932.13	449	0	2182.8	2186.51	253	254
interval_errors	0	8.8045	8.367	0	3932.13	449	0	2186.51	2195.31	254	255
interval_errors	0	5.698	5.713	0	3932.13	449	0	2195.31	2201.01	255	256
interval_errors	0	5.1548	5.8365	0	3932.13	449	0	2201.01	2206.16	256	257
interval_errors	0	8.0434	8.5835	0	3932.13	449	0	2206.16	2214.21	257	258
interval_errors	0	10.589	10.426	0	3932.13	449	0	2214.21	2224.8	258	259
interval_errors	0	9.7561	9.682	0	3932.13	449	0	2224.8	2234.55	259	260
interval_errors	0	9.1314	9.02	0	3932.13	449	0	2234.55	2243.68	260	261
interval_errors	0	6.3968	6.2765	0	3932.13	449	0	2243.68	2250.08	261	262
interval_errors	0	2.5952	2.6415	0	3932.13	449	0	2296.88	2299.47	266	267
interval_errors	0	13.0527	12.7615	0	3932.13	449	0	2299.47	2312.53	267	268
interval_errors	0	3.0089	3.008	0	3932.13	449	0	2312.53	2315.53	268	269
interval_errors	0	4.6439	4.689	0	3932.13	449	0	2315.53	2320.18	269	270
interval_errors	0	17.3977	17.24	0	3932.13	449	0	2320.18	2337.58	270	271
interval_errors	0	12.3598	12.156	0	3932.13	449	0	2337.58	2349.94	271	272
interval_errors	0	8.0734	7.808	0	3932.13	449	0	2349.94	2358.01	272	273
interval_errors	0	1.7072	1.889	0	3932.13	449	0	2358.01	2359.72	273	274
interval_errors	0	16.996	16.5717	0	3932.13	449	0	2359.72	2376.71	274	275
interval_errors	0	8.1177	8.13033	0	3932.13	449	0	2376.71	2384.83	275	276
interval_errors	0	8.4729	8.226	0	3932.13	449	0	2384.83	2393.3	276	277
interval_errors	0	1.6608	1.82	0	3932.13	449	0	2393.3	2394.96	277	278
interval_errors	0	4.5304	4.307	0	3932.13	449	0	2394.96	2399.49	278	279
interval_errors	0	1.0447	1.295	0	3932.13	449	0	2399.49	2400.54	279	280
interval_errors	0	3.1266	3.043	0	3932.13	449	0	2400.54	2403.67	280	281
interval_errors	0	9.8763	9.686	0	3932.13	449	0	2403.67	2413.54	281	282
interval_errors	0	3.8739	3.921	0	3932.13	449	0	2413.54	2417.42	282	283
interval_errors	0	2.5319	2.607	0	3932.13	449	0	2417.42	2419.95	283	284
interval_errors	0	3.1419	2.992	0	3932.13	449	0	2419.95	2423.09	284	285
interval_errors	0	5.9811	6.1335	0	3932.13	449	0	2423.09	2429.07	285	286
interval_errors	0	10.0463	9.7595	0	3932.13	449	0	2429.07	2439.12	286	287
interval_errors	0	14.0673	13.735	0	3932.13	449	0	2439.12	2453.18	287	288
interval_errors	0	1.6908	1.966	0	3932.13	449	0	2453.18	2454.88	288	289
interval_errors	0	33.9221	33.45	0	3932.13	449	0	2454.88	2488.8	289	290
interval_errors	0	12.9116	12.769	0	3932.13	449	0	2488.8	2501.71	290	291
interval_errors	0	11.1715	10.992	0	3932.13	449	0	2501.71	2512.88	291	292
interval_errors	0	2.8797	3.003	0	3932.13	449	0	2512.88	2515.76	292	293
interval_errors	0	41.2929	41.392	0	3932.13	449	0	2515.76	2557.05	293	294
interval_errors	0	17.802	18.268	0	3932.13	449	0	2563.5	2581.3	295	296
interval_errors	0	1.2014	1.421	0	3932.13	449	0	2581.3	2582.5	296	297
interval_errors	0	5.0087	4.785	0	3932.13	449	0	2582.5	2587.51	297	298
interval_errors	0	14.48	14.424	0	3932.13	449	0	2587.51	2601.99	298	299
interval_errors	0	7.3676	7.301	0	3932.13	449	0	2601.99	2609.36	299	300
interval_errors	0	31.6606	31.48	0	3932.13	449	0	2609.36	2641.02	300	301
interval_errors	0	27.5717	27.473	0	3932.13	449	0	2641.02	2668.59	301	302
interval_errors	0	3.3627	3.325	0	3932.13	449	0	2668.59	2671.95	302	303
interval_errors	0	2.4297	2.313	0	3932.13	449	0	2671.95	2674.38	303	304
interval_errors	0	1.8051	1.919	0	3932.13	449	0	2674.38	2676.19	304	305
interval_errors	0	8.0281	7.8475	0	3932.13	449	0	2676.19	2684.22	305	306
interval_errors	0	4.218	4.0765	0	3932.13	449	0	2684.22	2688.43	306	307
interval_errors	0	13.5789	13.4125	0	3932.13	449	0	2688.43	2702.01	307	308
interval_errors	0	6.2005	6.39	0	3932.13	449	0	2702.01	2708.21	308	309
interval_errors	0	1.5264	1.6095	0	3932.13	449	0	2708.21	2709.74	309	310
interval_errors	0	2.0828	1.867	0	3932.13	449	0	2709.74	2711.82	310	311
interval_errors	0	16.9935	18.1	0	3932.13	449	0	2711.82	2728.82	311	312
interval_errors	0	4.9573	4.949	0	3932.13	449	0	2728.82	2733.77	312	313
interval_errors	0	3.7664	3.6925	0	3932.13	449	0	2733.77	2737.54	313	314
interval_errors	0	3.6213	3.983	0	3932.13	449	0	2737.54	2741.16	314	315
interval_errors	0	6.9474	6.5225	0	3932.13	449	0	2741.16	2748.11	315	316
interval_errors	0	7.3516	6.956	0	3932.13	449	0	2748.11	2755.46	316	317
interval_errors	0	2.0137	2.1335	0	3932.13	449	0	2755.46	2757.47	317	318
interval_errors	0	11.272	11.2655	0	3932.13	449	0	2757.47	2768.75	318	319
interval_errors	0	2.3183	2.387	0	3932.13	449	0	2768.75	2771.06	319	320
interval_errors	0	5.4463	5.649	0	3932.13	449	0	2771.06	2776.51	320	321
interval_errors	0	1.767	1.677	0	3932.13	449	0	2776.51	2778.28	321	322
interval_errors	0	24.0526	23.541	0	3932.13	449	0	2778.28	2802.33	322	323
interval_errors	0	1.4196	1.65	0	3932.13	449	0	2802.33	2803.75	323	324
interval_errors	0	2.6338	2.605	0	3932.13	449	0	2803.75	2806.38	324	325
interval_errors	0	10.9294	10.613	0	3932.13	449	0	2806.38	2817.31	325	326
interval_errors	0	2.0431	2.0675	0	3932.13	449	0	2817.31	2819.36	326	327
interval_errors	0	22.923	22.6075	0	3932.13	449	0	2819.36	2842.28	327	328
interval_errors	0	4.3299	4.359	0	3932.13	449	0	2842.28	2846.61	328	329
interval_errors	0	3.5381	3.509	0	3932.13	449	0	2846.61	2850.15	329	330
interval_errors	0	8.7678	8.663	0	3932.13	449	0	2850.15	2858.91	330	331
interval_errors	0	1.8668	2.094	0	3932.13	449	0	2858.91	2860.78	331	332
interval_errors	0	3.1561	2.97	0	3932.13	449	0	2860.78	2863.94	332	333
interval_errors	0	38.3905	38.1415	0	3932.13	449	0	2863.94	2902.33	333	334
interval_errors	0	1.3759	1.7475	0	3932.13	449	0	2902.33	2903.7	334	335
interval_errors	0	16.3456	16.012	0	3932.13	449	0	2903.7	2920.05	335	336
interval_errors	0	3.0734	3.125	0	3932.13	449	0	2920.05	2923.12	336	337
interval_errors	0	7.6332	7.372	0	3932.13	449	0	2923.12	2930.76	337	338
interval_errors	0	1.5881	1.886	0	3932.13	449	0	2930.76	2932.34	338	339
interval_errors	0	6.5327	6.2	0	3932.13	449	0	2932.34	2938.88	339	340
interval_errors	0	6.5977	6.458	0	3932.13	449	0	2938.88	2945.47	340	341
interval_errors	0	2.3704	2.585	0	3932.13	449	0	2945.47	2947.84	341	342
interval_errors	0	3.1292	3.025	0	3932.13	449	0	2947.84	2950.97	342	343
interval_errors	0	12.0384	11.762	0	3932.13	449	0	2950.97	2963.01	343	344
interval_errors	0	4.4045	4.418	0	3932.13	449	0	2963.01	2967.42	344	345
interval_errors	0	28.4017	28.13	0	3932.13	449	0	2967.42	2995.82	345	346
interval_errors	0	7.4254	7.38	0	3932.13	449	0	2995.82	3003.24	346	347
interval_errors	0	4.5648	4.633	0	3932.13	449	0	3003.24	3007.81	347	348
interval_errors	0	13.3039	14.053	0	3932.13	449	0	3007.81	3021.11	348	349
interval_errors	0	1.7322	2.181	0	3932.13	449	0	3021.11	3022.84	349	350
interval_errors	0	24.8018	25.17	0	3932.13	449	0	3022.84	3047.65	350	351
interval_errors	0	19.9511	19.1388	0	3932.13	449	0	3047.65	3067.6	351	352
interval_errors	0	3.6494	3.79825	0	3932.13	449	0	3067.6	3071.25	352	353
interval_errors	0	3.6678	3.971	0	3932.13	449	0	3071.25	3074.91	353	354
interval_errors	0	6.98	6.892	0	3932.13	449	0	3074.91	3081.89	354	355
